sweep,scheme,N,range_pct,d,matched,abse_test_calls,bitmap_words,agg_entries,note,runs,mean_ms,median_ms,stdev_ms,ci95_ms,min_ms,max_ms,raw_ms,env_timestamp_utc,env_host,env_platform,env_python,env_aws_target,env_git_rev
vs_N,BVCRSA,20000,30,1,8,4,313,8,,20,8624.16870760062,8623.981669999921,0.992321345606815,0.4349040049229765,8622.294523000164,8626.127532999817,"[8623.66571, 8623.012361, 8623.89928, 8623.481018, 8622.93144, 8624.301024, 8625.372286, 8626.127533, 8624.889561, 8623.918446, 8625.013675, 8624.044894, 8624.485987, 8625.148393, 8625.01553, 8623.614487, 8622.294523, 8623.217792, 8623.536036, 8625.404176]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,Trinity,20000,30,1,307,,313,307,,20,178952.87514604972,178956.0289584988,54.87967754117887,24.052079154807515,178844.83964699757,179045.4774989994,"[178864.878234, 178919.167893, 178844.839647, 178871.438923, 178958.27938, 178921.078852, 178952.215336, 178945.764547, 179009.754295, 178989.198537, 178926.154557, 179045.477499, 178974.979884, 179043.367887, 178999.240888, 178953.778537, 178996.660796, 178908.405644, 178969.2673, 178963.554285]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,VC-KASE,20000,30,1,986,,313,986,,20,23712.496203400224,23712.753240000893,1.585231159998552,0.694758188226291,23708.286273998965,23715.265905004344,"[23712.111718, 23708.286274, 23711.51879, 23710.805148, 23713.737712, 23712.795571, 23713.971308, 23713.942303, 23709.916534, 23712.71884, 23711.382335, 23712.860131, 23711.966106, 23712.362638, 23713.251305, 23713.873944, 23712.631634, 23712.78764, 23713.738232, 23715.265905]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,Latt-IBEKS,20000,30,1,307,,313,307,,20,123.14471950012376,123.13376000020071,0.7974094244879478,0.34948008909459116,121.78169699473074,125.22865299979458,"[125.228653, 124.482193, 123.878107, 123.154349, 122.971332, 122.637222, 122.773104, 122.858352, 123.113171, 122.458265, 122.231257, 122.37805, 123.55883, 123.213773, 123.308827, 123.820027, 123.394903, 123.163067, 122.489211, 121.781697]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,BVCRSA,50000,30,1,8,4,782,8,,20,20617.112713650204,20617.10271049742,1.2310616025756451,0.5395365358583987,20614.78687899944,20620.251148000534,"[20617.585125, 20617.622098, 20620.251148, 20617.061246, 20615.918161, 20616.402995, 20616.058538, 20618.461744, 20615.91473, 20618.071199, 20618.134489, 20617.871415, 20617.144175, 20616.081087, 20616.971893, 20618.279438, 20616.517013, 20617.194352, 20614.786879, 20615.926548]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,Trinity,50000,30,1,734,,782,734,,20,443042.9451162505,442906.8014410004,595.6439432648381,261.0524681151364,442369.68048100243,443940.02955999895,"[442956.507919, 442391.592308, 442857.094963, 442434.637832, 442482.958478, 442513.639036, 442369.680481, 442494.502054, 442462.992375, 442585.657154, 442442.45205, 443723.810792, 443581.322237, 443700.601517, 443295.041705, 443940.02956, 443638.112381, 443449.666925, 443664.965883, 443873.636675]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,VC-KASE,50000,30,1,2423,,782,2423,,20,59259.642179949886,59259.8450550031,4.108299719142632,1.800541739013459,59253.88373900205,59267.98372899793,"[59255.379474, 59254.685473, 59255.00894, 59260.426767, 59256.279715, 59255.694908, 59258.25837, 59256.27806, 59260.056162, 59259.946509, 59267.983729, 59261.661123, 59260.931735, 59262.481684, 59267.045197, 59265.214526, 59263.143221, 59259.743601, 59253.883739, 59258.740666]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,Latt-IBEKS,50000,30,1,734,,782,734,,20,317.3092989989527,317.3055579973152,0.4884009675084224,0.2140511616705977,316.24337299581384,318.229237003834,"[317.417263, 317.317887, 316.243373, 316.500085, 317.498651, 317.038145, 317.022683, 317.293229, 317.029994, 317.717884, 316.995947, 317.286422, 317.13276, 317.707731, 318.005341, 317.652348, 318.229237, 317.862243, 317.414192, 316.820565]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,BVCRSA,100000,30,1,8,4,1563,8,,20,41674.183058500785,41674.352796002495,3.7021315701855624,1.6225306991062582,41666.991316997155,41679.41747800069,"[41672.999428, 41666.991317, 41673.563665, 41673.84214, 41670.324464, 41667.126447, 41671.671864, 41679.138652, 41674.863452, 41674.945228, 41679.417478, 41679.345182, 41676.646446, 41672.550668, 41675.317864, 41671.954749, 41678.423154, 41677.241854, 41671.074009, 41676.223109]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,Trinity,100000,30,1,1497,,1563,1497,,20,891587.2849090487,891948.8331739994,877.244929777248,384.46954199619535,888416.1692220005,892272.3638429961,"[888416.169222, 890800.37746, 890854.680411, 890748.350024, 891310.911138, 891648.806715, 892190.754579, 891747.881391, 891983.356128, 891967.125051, 892272.363843, 891931.682468, 892013.167513, 891971.431647, 892184.531886, 891808.673752, 891879.378547, 891965.98388, 892028.33242, 892021.740106]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,VC-KASE,100000,30,1,4940,,1563,4940,,20,118526.5471900515,118526.39347399963,8.360907896698746,3.664329448484104,118512.8790900053,118542.0973069995,"[118522.74977, 118527.496726, 118533.732685, 118542.097307, 118513.91965, 118521.97535, 118530.226514, 118522.08577, 118534.7989, 118536.40188, 118528.64404, 118530.255014, 118523.883683, 118535.67208, 118534.833146, 118525.290222, 118512.87909, 118523.848332, 118516.568187, 118513.585455]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_N,Latt-IBEKS,100000,30,1,1496,,1563,1496,,20,631.8554232006136,631.7946185081382,0.24665623434778994,0.10810186098685225,631.4008179906523,632.2555399965495,"[632.197336, 631.789923, 632.074581, 631.779092, 631.799314, 631.549278, 631.638803, 632.25554, 631.578693, 631.697002, 631.916726, 631.400818, 632.023753, 631.65009, 632.217203, 632.02213, 631.758232, 631.69404, 631.896563, 632.169347]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,BVCRSA,10000,30,1,8,4,157,8,,20,2947.1257454504666,2947.0849799981806,0.4646940895557532,0.20366116430585168,2946.376837993739,2947.859959997004,"[2947.267707, 2947.715321, 2947.763315, 2947.529663, 2946.427106, 2946.848071, 2947.217544, 2947.280094, 2947.084557, 2947.085403, 2946.700578, 2947.028722, 2947.822543, 2946.533346, 2947.85996, 2946.854929, 2946.632539, 2947.026689, 2946.376838, 2947.459984]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,VC-KASE,10000,30,1,480,,157,480,,20,11871.600912497524,11870.983246997639,2.171846267336977,0.9518535945271537,11869.830907991854,11879.376443990623,"[11870.777119, 11871.523986, 11871.005105, 11879.376444, 11870.071174, 11870.868631, 11870.961389, 11870.50001, 11871.50764, 11870.090473, 11871.572508, 11870.430583, 11870.630849, 11871.13389, 11869.830908, 11874.897789, 11869.853982, 11872.157019, 11872.658457, 11872.170294]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,Latt-IBEKS,10000,30,1,123,,157,123,,20,61.74040424884879,61.68547250126721,1.511294532900406,0.6623540326794636,59.77683600212913,64.71452499681618,"[64.714525, 64.111796, 63.67346, 63.396298, 63.168626, 62.668969, 62.29395, 61.813622, 61.945829, 61.600019, 61.770926, 61.459084, 61.297793, 60.79607, 60.321408, 60.022164, 60.092599, 59.930303, 59.776836, 59.953808]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,BVCRSA,10000,30,2,14,8,314,14,,20,3072.265867349779,3072.2777214978123,0.4856511662099497,0.2128460081155093,3071.4884100016207,3073.3304419991327,"[3072.001617, 3073.210531, 3072.508812, 3072.444835, 3071.48841, 3072.127715, 3072.629434, 3072.472577, 3071.894674, 3071.515076, 3072.344095, 3072.211348, 3072.049671, 3072.626689, 3072.033471, 3071.671832, 3072.359826, 3071.894933, 3073.330442, 3072.501359]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,VC-KASE,10000,30,2,0,,314,0,,20,12439.40305375072,12439.38613449427,0.9687990152848416,0.4245948891235056,12437.758251995547,12441.609558998607,"[12439.837422, 12437.758252, 12441.026704, 12437.971221, 12438.853914, 12439.994848, 12439.173294, 12438.880721, 12439.500376, 12439.075037, 12438.706915, 12439.435073, 12441.609559, 12439.337196, 12440.378484, 12440.205627, 12439.619951, 12439.619438, 12439.093066, 12437.983977]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,Latt-IBEKS,10000,30,2,0,,314,0,,20,60.227299150574254,59.81378000433324,1.449909060426288,0.6354506631799819,58.25090600410476,63.67542900261469,"[63.675429, 62.079498, 61.806863, 61.834423, 61.38067, 61.297078, 61.120711, 60.719434, 60.183459, 59.411346, 59.467315, 58.993799, 58.589243, 58.250906, 58.754917, 58.600066, 59.290662, 59.650518, 59.462604, 59.977042]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,BVCRSA,10000,30,3,21,12,471,21,,20,3224.383225198835,3224.4300310048857,0.5871132692238615,0.25731373537343116,3223.344357989845,3225.5076929868665,"[3223.344358, 3224.423165, 3224.436897, 3224.2577, 3224.171704, 3224.570771, 3223.814279, 3224.824199, 3224.143873, 3224.847322, 3223.559561, 3223.968243, 3225.24136, 3223.986703, 3224.694058, 3224.763457, 3223.429128, 3224.811596, 3224.868437, 3225.507693]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,VC-KASE,10000,30,3,0,,471,0,,20,12439.430302399705,12439.503314999456,0.7930199616624006,0.3475563221911154,12437.668176004081,12440.51459399634,"[12439.291116, 12439.545997, 12440.331095, 12438.565345, 12440.066141, 12438.916544, 12438.579273, 12439.435001, 12437.668176, 12440.086827, 12439.045891, 12440.268663, 12439.98026, 12440.346842, 12439.989209, 12439.460633, 12438.679034, 12440.514594, 12438.263583, 12439.571824]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,Latt-IBEKS,10000,30,3,0,,471,0,,20,63.61867004961823,63.6755540035665,0.9828921555379243,0.43077148016948263,61.867566997534595,65.67181499849539,"[65.671815, 65.119533, 64.780744, 64.539532, 64.26205, 64.041647, 63.82249, 63.974955, 63.762576, 63.588532, 63.310905, 62.583067, 62.828716, 63.219464, 63.840557, 63.448993, 63.079237, 62.564218, 62.066803, 61.867567]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,BVCRSA,10000,30,4,28,16,628,28,,20,3290.869020947139,3290.904360503191,0.5727934596857214,0.2510378021332134,3289.8491420055507,3291.884594989824,"[3290.474207, 3290.314394, 3290.154289, 3291.884595, 3291.258306, 3290.30777, 3289.849142, 3291.309213, 3290.597254, 3291.13933, 3290.590507, 3290.031069, 3291.196084, 3291.344162, 3290.805046, 3291.415366, 3291.813822, 3290.799582, 3291.092606, 3291.003675]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,VC-KASE,10000,30,4,0,,628,0,,20,12438.511710349121,12438.449879497057,1.3577202972294102,0.5950471562910914,12436.49206799455,12441.682503005723,"[12441.682503, 12438.434832, 12437.836922, 12438.792527, 12436.492236, 12438.050137, 12438.464927, 12438.991257, 12438.353157, 12438.796236, 12440.182173, 12441.346727, 12439.155913, 12438.582717, 12436.492068, 12437.301192, 12437.119397, 12438.56764, 12437.941267, 12437.650379]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,Latt-IBEKS,10000,30,4,0,,628,0,,20,62.13379270047881,62.31751699669985,1.3608592475764787,0.5964228619364835,59.86412700440269,64.08113399811555,"[64.081134, 63.869335, 63.311287, 63.013863, 63.123244, 63.49673, 63.485903, 63.393074, 62.667079, 62.399426, 62.235608, 61.973826, 61.84485, 61.407263, 61.044952, 60.67713, 60.218939, 60.278231, 60.289853, 59.864127]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,BVCRSA,10000,30,5,35,20,785,35,,20,3305.451749101485,3305.40860399924,0.6084624650403914,0.26667043298313126,3304.1565460007405,3306.7906979995314,"[3306.790698, 3305.762865, 3305.421428, 3304.156546, 3304.9539, 3305.149128, 3304.666371, 3305.654401, 3305.18549, 3305.729228, 3306.346919, 3306.515654, 3305.293125, 3305.62997, 3304.986308, 3305.425345, 3305.173117, 3305.39578, 3305.282499, 3305.51621]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,VC-KASE,10000,30,5,0,,785,0,,20,12439.995796448784,12439.132561994484,3.0514098849185496,1.3373393462589667,12436.594389990205,12450.975399988238,"[12439.076137, 12440.887217, 12436.866203, 12439.120944, 12438.506804, 12440.320815, 12439.14418, 12439.825375, 12440.098847, 12438.899775, 12440.851016, 12438.893798, 12439.340842, 12437.834031, 12439.119831, 12436.59439, 12450.9754, 12444.407048, 12438.995774, 12440.157502]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
vs_d,Latt-IBEKS,10000,30,5,0,,785,0,,20,59.23224359721644,58.068907499546185,2.244539879122684,0.9837129745937866,57.254464001744054,64.29225800093263,"[64.292258, 63.808404, 62.884343, 62.186322, 60.723357, 59.522202, 58.519908, 58.083593, 58.022714, 57.987315, 58.086875, 58.535701, 57.950087, 57.995481, 57.642414, 57.58446, 57.254464, 57.5435, 58.054222, 57.967252]",2026-08-17T18:12:23+00:00,ip-172-31-12-27,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
