scheme,returned_results,statistic,hash_ops,pairing_ops,runs,mean_ms,median_ms,stdev_ms,ci95_ms,min_ms,max_ms,raw_ms,env_timestamp_utc,env_host,env_platform,env_python,env_aws_target,env_git_rev
BVCRSA,50,median reported; mean/stdev/ci95 also given,432,,300,1.8031020633376709,1.8046125000523716,0.034716653877031795,0.003928559214408404,1.7099560000133351,1.942566000025181,"[1.942566, 1.895958, 1.771929, 1.814557, 1.784371, 1.805113, 1.792727, 1.784378, 1.836089, 1.766069, 1.811862, 1.757163, 1.777013, 1.815794, 1.821742, 1.832012, 1.805537, 1.812361, 1.802217, 1.829153, 1.817043, 1.781995, 1.810309, 1.796054, 1.810292, 1.777891, 1.84275, 1.762294, 1.797355, 1.755999, 1.804437, 1.730801, 1.752177, 1.81369, 1.798139, 1.833, 1.778639, 1.868308, 1.806925, 1.776993, 1.789516, 1.749052, 1.783548, 1.761933, 1.741423, 1.716614, 1.791506, 1.721069, 1.775289, 1.712963, 1.836749, 1.726542, 1.741168, 1.783053, 1.809604, 1.739699, 1.754857, 1.774457, 1.808611, 1.82068, 1.724245, 1.772667, 1.709956, 1.810431, 1.730623, 1.78936, 1.79014, 1.783551, 1.828859, 1.804654, 1.837419, 1.786441, 1.815851, 1.743894, 1.789289, 1.841733, 1.759635, 1.83254, 1.75662, 1.775537, 1.755216, 1.801855, 1.819005, 1.805316, 1.794318, 1.802173, 1.849887, 1.805959, 1.775708, 1.753581, 1.750843, 1.813543, 1.765031, 1.785836, 1.801806, 1.862102, 1.778422, 1.757834, 1.743204, 1.73452, 1.751215, 1.791912, 1.758461, 1.765423, 1.789944, 1.797108, 1.870611, 1.778255, 1.847886, 1.822505, 1.803567, 1.809292, 1.78521, 1.802459, 1.770851, 1.808037, 1.804208, 1.859003, 1.838022, 1.810511, 1.846657, 1.813103, 1.77834, 1.789822, 1.797055, 1.83247, 1.795368, 1.861272, 1.749611, 1.794268, 1.84835, 1.767641, 1.813282, 1.776932, 1.848257, 1.797939, 1.767444, 1.835414, 1.7804, 1.828993, 1.786787, 1.830017, 1.800172, 1.796525, 1.80884, 1.81431, 1.887463, 1.785426, 1.794881, 1.853581, 1.847804, 1.814835, 1.799513, 1.878185, 1.805884, 1.77316, 1.815341, 1.807955, 1.803033, 1.767214, 1.821999, 1.814174, 1.831266, 1.801057, 1.771982, 1.855684, 1.80524, 1.802387, 1.775243, 1.823178, 1.826238, 1.804571, 1.818708, 1.817461, 1.89272, 1.840177, 1.812629, 1.849655, 1.753137, 1.830612, 1.751816, 1.850936, 1.821796, 1.784087, 1.86771, 1.774794, 1.815055, 1.80549, 1.812647, 1.831677, 1.805356, 1.827335, 1.789719, 1.849157, 1.783907, 1.818167, 1.824381, 1.76843, 1.829611, 1.808914, 1.825148, 1.783229, 1.713503, 1.827262, 1.803877, 1.865684, 1.804845, 1.834044, 1.796498, 1.867973, 1.854056, 1.822103, 1.805547, 1.800295, 1.809017, 1.774142, 1.765937, 1.849439, 1.798934, 1.849195, 1.780331, 1.822453, 1.819358, 1.80945, 1.837448, 1.810886, 1.872598, 1.765244, 1.783148, 1.788478, 1.806787, 1.803049, 1.800971, 1.813296, 1.810701, 1.861889, 1.832617, 1.811166, 1.865025, 1.76357, 1.800661, 1.815017, 1.787853, 1.821799, 1.819285, 1.869762, 1.772494, 1.791951, 1.79673, 1.812591, 1.823723, 1.778707, 1.808581, 1.759772, 1.763049, 1.836039, 1.791956, 1.871529, 1.804182, 1.856528, 1.837981, 1.812912, 1.82414, 1.799046, 1.807901, 1.800929, 1.840372, 1.826585, 1.804219, 1.83028, 1.802766, 1.807391, 1.832116, 1.827649, 1.816245, 1.791356, 1.819445, 1.776707, 1.77812, 1.811936, 1.824378, 1.799665, 1.800208, 1.814469, 1.808137, 1.7944, 1.809021, 1.808207, 1.796644, 1.767354, 1.81174, 1.734676, 1.825267, 1.800062, 1.762387, 1.8239, 1.77334, 1.802879, 1.803583, 1.852038]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
Trinity,50,median reported; mean/stdev/ci95 also given,,,300,2.25755398999695,2.2599375000140753,0.046088332141526134,0.005215385749808554,2.1156760000167196,2.446507000058773,"[2.262912, 2.282659, 2.265123, 2.251896, 2.269945, 2.218866, 2.244798, 2.312251, 2.260554, 2.241402, 2.162625, 2.261554, 2.362519, 2.2037, 2.318155, 2.216949, 2.20286, 2.203034, 2.274848, 2.252679, 2.282811, 2.243843, 2.252865, 2.296819, 2.124294, 2.211834, 2.206237, 2.268806, 2.15925, 2.174752, 2.244547, 2.18706, 2.205805, 2.248321, 2.248355, 2.237765, 2.31162, 2.244648, 2.340491, 2.259614, 2.195586, 2.23761, 2.132453, 2.195125, 2.133216, 2.216024, 2.217102, 2.184146, 2.150564, 2.146467, 2.168936, 2.233579, 2.163668, 2.298993, 2.115676, 2.224492, 2.250203, 2.30001, 2.261, 2.239221, 2.203716, 2.180062, 2.243152, 2.175241, 2.238204, 2.214215, 2.341777, 2.270625, 2.259857, 2.307073, 2.193502, 2.302838, 2.224189, 2.317172, 2.273043, 2.29146, 2.291978, 2.226637, 2.276067, 2.145238, 2.263114, 2.265107, 2.20213, 2.263249, 2.226501, 2.265657, 2.240039, 2.243232, 2.250107, 2.306266, 2.2592, 2.22612, 2.221749, 2.261807, 2.248754, 2.211755, 2.252657, 2.181711, 2.211453, 2.21243, 2.146724, 2.251544, 2.169503, 2.296382, 2.223767, 2.26915, 2.266894, 2.31833, 2.283536, 2.255376, 2.340827, 2.212202, 2.280848, 2.213645, 2.279371, 2.345095, 2.225973, 2.340509, 2.200354, 2.270688, 2.260049, 2.218944, 2.275257, 2.227224, 2.278316, 2.233587, 2.297303, 2.187028, 2.263141, 2.256833, 2.268217, 2.279793, 2.230915, 2.285757, 2.189479, 2.306012, 2.288253, 2.288473, 2.276644, 2.253184, 2.286825, 2.197808, 2.238836, 2.226907, 2.234525, 2.355063, 2.254074, 2.335243, 2.298815, 2.215161, 2.251184, 2.180982, 2.347424, 2.263882, 2.264111, 2.230052, 2.247392, 2.252027, 2.247193, 2.261417, 2.232373, 2.280557, 2.27299, 2.246921, 2.307363, 2.263136, 2.272036, 2.231282, 2.266635, 2.27483, 2.233099, 2.292433, 2.242603, 2.321524, 2.341937, 2.25291, 2.446507, 2.285184, 2.302397, 2.239017, 2.295465, 2.216904, 2.234496, 2.240345, 2.21698, 2.342967, 2.246884, 2.276513, 2.288879, 2.32764, 2.267039, 2.236199, 2.243691, 2.237882, 2.342798, 2.273893, 2.246083, 2.25855, 2.224734, 2.357389, 2.240169, 2.250235, 2.204513, 2.269157, 2.330044, 2.292029, 2.308047, 2.303971, 2.338475, 2.266821, 2.260294, 2.237146, 2.247914, 2.253253, 2.245649, 2.288973, 2.273079, 2.283893, 2.257703, 2.20404, 2.27862, 2.267306, 2.324621, 2.278656, 2.240324, 2.326452, 2.281091, 2.274597, 2.275819, 2.23106, 2.259328, 2.267213, 2.299472, 2.282586, 2.290564, 2.257176, 2.25373, 2.389244, 2.219988, 2.27376, 2.27303, 2.258632, 2.314337, 2.275536, 2.330911, 2.262471, 2.2637, 2.274045, 2.273527, 2.35154, 2.245139, 2.268455, 2.247223, 2.282921, 2.281988, 2.292103, 2.335675, 2.242152, 2.324954, 2.292893, 2.279349, 2.295651, 2.229844, 2.283268, 2.221135, 2.287648, 2.282277, 2.233118, 2.327078, 2.265231, 2.305231, 2.267608, 2.267859, 2.260018, 2.270268, 2.271729, 2.20421, 2.299576, 2.26504, 2.250602, 2.267813, 2.258716, 2.239303, 2.208114, 2.290642, 2.280057, 2.254397, 2.227969, 2.243594, 2.294059, 2.241399, 2.282387, 2.236734, 2.294271, 2.270684, 2.230501, 2.267089, 2.218266, 2.244059, 2.233825]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
VC-KASE,50,median reported; mean/stdev/ci95 also given,,2,300,2.2090405833288664,2.210990499975196,0.0413829921042017,0.004682926399721669,2.081769000028544,2.3379749999321575,"[2.200012, 2.269152, 2.161402, 2.246729, 2.21928, 2.2774, 2.216207, 2.234093, 2.255154, 2.195014, 2.237872, 2.1346, 2.214131, 2.186639, 2.226216, 2.289171, 2.167192, 2.221311, 2.22311, 2.201089, 2.218797, 2.162829, 2.243638, 2.197669, 2.134621, 2.14421, 2.158052, 2.093601, 2.228631, 2.081769, 2.192981, 2.157848, 2.110323, 2.232292, 2.161587, 2.197143, 2.206142, 2.268425, 2.212822, 2.202443, 2.133555, 2.159649, 2.182972, 2.101641, 2.170416, 2.099046, 2.254409, 2.117532, 2.216889, 2.12543, 2.1951, 2.155268, 2.14124, 2.128984, 2.184297, 2.16672, 2.207779, 2.233829, 2.16292, 2.216432, 2.104262, 2.148994, 2.112748, 2.189683, 2.185794, 2.220614, 2.226749, 2.202097, 2.282847, 2.199351, 2.222625, 2.211126, 2.214795, 2.213565, 2.191406, 2.211071, 2.141367, 2.18259, 2.144023, 2.164347, 2.176897, 2.27077, 2.170404, 2.21659, 2.304487, 2.180222, 2.298326, 2.209074, 2.194907, 2.213328, 2.171962, 2.18337, 2.197036, 2.171719, 2.19225, 2.206583, 2.194001, 2.197333, 2.172279, 2.138929, 2.165874, 2.119439, 2.234229, 2.18361, 2.21388, 2.204016, 2.222312, 2.224924, 2.236851, 2.2504, 2.169038, 2.226426, 2.193823, 2.288434, 2.184244, 2.205468, 2.254205, 2.161341, 2.22658, 2.249196, 2.260082, 2.223604, 2.193848, 2.245476, 2.17915, 2.246163, 2.211636, 2.245827, 2.169649, 2.210741, 2.241413, 2.187058, 2.234169, 2.158678, 2.239209, 2.231855, 2.258124, 2.240185, 2.207182, 2.218979, 2.215633, 2.275725, 2.190444, 2.20339, 2.304261, 2.231436, 2.21041, 2.179855, 2.189658, 2.192311, 2.183649, 2.234022, 2.219546, 2.265334, 2.216749, 2.202764, 2.216225, 2.234634, 2.209362, 2.211647, 2.191115, 2.183285, 2.222744, 2.228986, 2.259671, 2.228201, 2.174353, 2.231654, 2.162809, 2.238109, 2.187402, 2.17243, 2.337975, 2.205616, 2.336941, 2.206753, 2.203595, 2.275691, 2.19348, 2.182531, 2.246099, 2.189851, 2.221861, 2.194307, 2.221991, 2.225072, 2.203174, 2.223686, 2.24025, 2.200997, 2.169972, 2.20245, 2.210718, 2.224217, 2.175747, 2.201187, 2.217079, 2.179513, 2.284492, 2.216023, 2.214917, 2.156945, 2.21091, 2.223765, 2.226099, 2.194131, 2.218188, 2.268269, 2.218129, 2.199575, 2.302206, 2.190116, 2.213824, 2.170055, 2.162233, 2.243639, 2.250806, 2.195017, 2.207754, 2.240437, 2.220317, 2.263396, 2.21604, 2.173495, 2.209325, 2.223323, 2.276971, 2.221333, 2.196482, 2.224495, 2.184842, 2.208309, 2.167572, 2.235367, 2.228097, 2.213121, 2.282099, 2.224117, 2.234596, 2.207126, 2.204289, 2.24828, 2.246189, 2.296263, 2.230452, 2.237187, 2.197682, 2.198565, 2.210302, 2.207674, 2.246724, 2.186081, 2.268447, 2.208542, 2.248357, 2.296341, 2.205429, 2.291181, 2.228547, 2.249409, 2.239967, 2.217824, 2.260131, 2.200868, 2.228602, 2.235609, 2.256339, 2.283018, 2.209884, 2.268283, 2.222905, 2.217238, 2.267077, 2.148817, 2.21618, 2.179113, 2.239127, 2.209508, 2.175289, 2.214358, 2.222095, 2.177562, 2.177002, 2.232171, 2.209062, 2.173089, 2.226824, 2.12055, 2.242426, 2.196896, 2.119041, 2.163548, 2.217975, 2.21953, 2.170316, 2.235299, 2.217659, 2.229109, 2.164544, 2.241335]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
BVCRSA,100,median reported; mean/stdev/ci95 also given,764,,300,3.4772006399991064,3.4734555,0.09324467304056046,0.010551628067771377,3.2552499999383144,4.030679000038617,"[4.030679, 3.516473, 3.411237, 3.35348, 3.50421, 3.47648, 3.549272, 3.521765, 3.542703, 3.523911, 3.419337, 3.672264, 3.42634, 3.498652, 3.415258, 3.485462, 3.457281, 3.501823, 3.487516, 3.503276, 3.355013, 3.311591, 3.320558, 3.447036, 3.485196, 3.475179, 3.430254, 3.537816, 3.513078, 3.396377, 3.486168, 3.540708, 3.517077, 3.591627, 3.599551, 3.488859, 3.454682, 3.498831, 3.47397, 3.414242, 3.385826, 3.40684, 3.305333, 3.396312, 3.407064, 3.430149, 3.472941, 3.471456, 3.388977, 3.320011, 3.326144, 3.361801, 3.363133, 3.41767, 3.381628, 3.404242, 3.351603, 3.364819, 3.383287, 3.276651, 3.414109, 3.402069, 3.315078, 3.3045, 3.351926, 3.334507, 3.267982, 3.25525, 3.395684, 3.386397, 3.483857, 3.301436, 3.284506, 3.357476, 3.328301, 3.379233, 3.394207, 3.436663, 3.39152, 3.414836, 3.512414, 3.487531, 3.615758, 3.425234, 3.455545, 3.556975, 3.331607, 3.451379, 3.420742, 3.333698, 3.418714, 3.344133, 3.419925, 3.316162, 3.405732, 3.357601, 3.381112, 3.349742, 3.360892, 3.466093, 3.522656, 3.326826, 3.461481, 3.366607, 3.351049, 3.467867, 3.457052, 3.518099, 3.347907, 3.434326, 3.377078, 3.390967, 3.406317, 3.377864, 3.50655, 3.452616, 3.392882, 3.496341, 3.406913, 3.471285, 3.445639, 3.506372, 3.583191, 3.525358, 3.466502, 3.503293, 3.433425, 3.421051, 3.388411, 3.412104, 3.416999, 3.417419, 3.468041, 3.372348, 3.598437, 3.535992, 3.549714, 3.563216, 3.618053, 3.607168, 3.465608, 3.604607, 3.464798, 3.534398, 3.457336, 3.520838, 3.501229, 3.533095, 3.472859, 3.592294, 3.595626, 3.587239, 3.578038, 3.568114, 3.494532, 3.375168, 3.42665, 3.436396, 3.473972, 3.42305, 3.456205, 3.326788, 3.420892, 3.410455, 3.447412, 3.476953, 3.509013, 3.439511, 3.485899, 3.42382, 3.458424, 3.400941, 3.434387, 3.346546, 3.492202, 3.371118, 3.410001, 3.414286, 3.425222, 3.477667, 3.42229, 3.398463, 3.483851, 3.426105, 3.445628, 3.415795, 3.46466, 3.444465, 3.430753, 3.434209, 3.453371, 3.582511, 3.48713, 3.53863, 3.481229, 3.3719, 3.493265, 3.445952, 3.594169, 3.558469, 3.560276, 3.54782, 3.517872, 3.456312, 3.515122, 3.588307, 3.474797, 3.592225, 3.548193, 3.541942, 3.597936, 3.570763, 3.554699, 3.506744, 3.589717, 3.546977, 3.468165, 3.565271, 3.536912, 3.603069, 3.568799, 3.573371, 3.53355, 3.573781, 3.484811, 3.4923, 3.458239, 3.581042, 3.609262, 3.687787, 3.544496, 3.544367, 3.594066, 3.609848, 3.547008, 3.465629, 3.564761, 3.588929, 3.601397, 3.532085, 3.582258, 3.559196, 3.52604, 3.569386, 3.621989, 3.592784, 3.617277, 3.583175, 3.662981, 3.624875, 3.646627, 3.57605, 3.589628, 3.466189, 3.412973, 3.499461, 3.447856, 3.53959, 3.530401, 3.547121, 3.604003, 3.427181, 3.475826, 3.434806, 3.487569, 3.528335, 3.652379, 3.657206, 3.608537, 3.784647, 3.608279, 3.604546, 3.510898, 3.52098, 3.552468, 3.519569, 3.600754, 3.517085, 3.470654, 3.517659, 3.445859, 3.434906, 3.46207, 3.503089, 3.416389, 3.526299, 3.503806, 3.519837, 3.529546, 3.463763, 3.432473, 3.491958, 3.482543, 3.429951, 3.56993, 3.519616, 3.451388, 3.434264, 3.401508, 3.489617]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
Trinity,100,median reported; mean/stdev/ci95 also given,,,300,4.344903719998001,4.349783000009211,0.10098505271509427,0.011427534484360891,4.092711999987841,4.639469000039753,"[4.405764, 4.243733, 4.140595, 4.379652, 4.476713, 4.46048, 4.433157, 4.354789, 4.409353, 4.431185, 4.490825, 4.378086, 4.435272, 4.373577, 4.398267, 4.411638, 4.36028, 4.445852, 4.410052, 4.305434, 4.16779, 4.259832, 4.208026, 4.415629, 4.344193, 4.303456, 4.367318, 4.35095, 4.467701, 4.365565, 4.428715, 4.392334, 4.457191, 4.438301, 4.455547, 4.371974, 4.302934, 4.380548, 4.391399, 4.330054, 4.218548, 4.230888, 4.136328, 4.274686, 4.387192, 4.409739, 4.478658, 4.449759, 4.357335, 4.262252, 4.338966, 4.225844, 4.265476, 4.219115, 4.340482, 4.263245, 4.239914, 4.218952, 4.176824, 4.157001, 4.119144, 4.137869, 4.094309, 4.104768, 4.114919, 4.110716, 4.10124, 4.261079, 4.227339, 4.252826, 4.197201, 4.092712, 4.267783, 4.236405, 4.144451, 4.196739, 4.236115, 4.25929, 4.237605, 4.379588, 4.367095, 4.47943, 4.301839, 4.370919, 4.460306, 4.319665, 4.323387, 4.330853, 4.256189, 4.253784, 4.342075, 4.246519, 4.269978, 4.261354, 4.243345, 4.339811, 4.222121, 4.214173, 4.33197, 4.266957, 4.366728, 4.197887, 4.330509, 4.296626, 4.249452, 4.380633, 4.395386, 4.419352, 4.258178, 4.360893, 4.264574, 4.420915, 4.202457, 4.221932, 4.37261, 4.354081, 4.262899, 4.308747, 4.255501, 4.245269, 4.344555, 4.365597, 4.398794, 4.340382, 4.266879, 4.219141, 4.198078, 4.226846, 4.218405, 4.270346, 4.23846, 4.34405, 4.223792, 4.340983, 4.482989, 4.556509, 4.448003, 4.477599, 4.4561, 4.404582, 4.415205, 4.35549, 4.411954, 4.444457, 4.33185, 4.377766, 4.3715, 4.43198, 4.562832, 4.458769, 4.386534, 4.526086, 4.451613, 4.474482, 4.319971, 4.343706, 4.308423, 4.364788, 4.402718, 4.238937, 4.323162, 4.305954, 4.237329, 4.268655, 4.348781, 4.367165, 4.347558, 4.395307, 4.421841, 4.32965, 4.305241, 4.314275, 4.327044, 4.274024, 4.400898, 4.28565, 4.251734, 4.352539, 4.335423, 4.24801, 4.223135, 4.399534, 4.40174, 4.37012, 4.346735, 4.338639, 4.34358, 4.323574, 4.41423, 4.332388, 4.32385, 4.401116, 4.336602, 4.458804, 4.424588, 4.376446, 4.380927, 4.43174, 4.456219, 4.492934, 4.495182, 4.349598, 4.396261, 4.442584, 4.447481, 4.466215, 4.386288, 4.479592, 4.462853, 4.446637, 4.351688, 4.479706, 4.355389, 4.604977, 4.330251, 4.373342, 4.341949, 4.320158, 4.390374, 4.475734, 4.370884, 4.428683, 4.360723, 4.368649, 4.276086, 4.26124, 4.340726, 4.38155, 4.437018, 4.444146, 4.490061, 4.448138, 4.475516, 4.486201, 4.453185, 4.381316, 4.449296, 4.540694, 4.473812, 4.471341, 4.506173, 4.487534, 4.602911, 4.458026, 4.496866, 4.449964, 4.410775, 4.482753, 4.443918, 4.463632, 4.40062, 4.407754, 4.444117, 4.359328, 4.281288, 4.34402, 4.349968, 4.450883, 4.403047, 4.34154, 4.383813, 4.234385, 4.316975, 4.271493, 4.393079, 4.33238, 4.495949, 4.496169, 4.574422, 4.639469, 4.308065, 4.3261, 4.217999, 4.394366, 4.390593, 4.385333, 4.348945, 4.293276, 4.311824, 4.29623, 4.181856, 4.15713, 4.249258, 4.171649, 4.286104, 4.367554, 4.335049, 4.366516, 4.238067, 4.229863, 4.239411, 4.350919, 4.25707, 4.264691, 4.233834, 4.277455, 4.243884, 4.261019, 4.220054, 4.256073]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
VC-KASE,100,median reported; mean/stdev/ci95 also given,,2,300,2.1979691433364223,2.199302999997599,0.05457517847198492,0.0061757628204469825,2.0258910000165997,2.3602500000379223,"[2.273597, 2.138356, 2.175048, 2.200039, 2.233764, 2.212477, 2.282444, 2.36025, 2.221982, 2.178049, 2.296268, 2.249233, 2.194435, 2.191743, 2.273862, 2.228574, 2.244777, 2.208551, 2.203526, 2.161427, 2.160721, 2.181497, 2.156609, 2.198951, 2.218409, 2.199269, 2.25973, 2.229324, 2.223891, 2.197535, 2.226783, 2.197227, 2.223857, 2.262785, 2.163274, 2.226806, 2.161897, 2.196638, 2.114887, 2.161399, 2.146823, 2.161231, 2.111268, 2.189815, 2.177751, 2.201632, 2.211235, 2.192827, 2.16004, 2.15525, 2.148894, 2.168505, 2.163363, 2.172472, 2.210256, 2.186964, 2.285629, 2.191865, 2.103987, 2.100064, 2.12428, 2.131335, 2.025891, 2.100628, 2.108413, 2.058031, 2.155397, 2.13247, 2.104929, 2.160021, 2.043225, 2.144009, 2.044595, 2.167888, 2.164414, 2.090406, 2.107733, 2.094758, 2.141928, 2.143904, 2.212301, 2.202735, 2.118151, 2.132032, 2.234654, 2.099644, 2.135574, 2.084073, 2.1697, 2.182032, 2.184513, 2.127011, 2.139806, 2.150096, 2.142274, 2.187807, 2.137961, 2.136931, 2.175243, 2.192549, 2.156591, 2.134781, 2.154021, 2.163721, 2.278932, 2.191204, 2.228049, 2.226819, 2.17626, 2.247162, 2.196232, 2.156397, 2.229608, 2.146287, 2.245076, 2.226027, 2.176611, 2.146356, 2.189224, 2.154475, 2.219546, 2.214013, 2.242294, 2.148172, 2.152574, 2.131503, 2.185834, 2.103021, 2.187818, 2.173685, 2.163143, 2.214319, 2.148131, 2.202543, 2.211482, 2.225764, 2.285992, 2.23121, 2.282435, 2.218038, 2.302491, 2.180484, 2.204184, 2.238859, 2.181524, 2.234484, 2.198482, 2.232832, 2.213881, 2.28069, 2.249385, 2.2965, 2.280906, 2.206483, 2.170644, 2.119129, 2.191528, 2.149671, 2.17207, 2.17262, 2.160183, 2.165804, 2.127665, 2.193772, 2.188806, 2.214733, 2.224832, 2.261579, 2.229135, 2.161703, 2.178934, 2.195716, 2.193309, 2.260315, 2.205094, 2.167121, 2.179405, 2.241215, 2.173251, 2.167312, 2.143874, 2.220091, 2.205263, 2.212092, 2.192445, 2.198171, 2.186493, 2.203097, 2.205805, 2.27479, 2.209474, 2.220881, 2.202597, 2.270642, 2.212746, 2.277855, 2.202929, 2.268051, 2.257805, 2.283552, 2.294056, 2.16952, 2.175504, 2.127706, 2.202891, 2.187169, 2.220799, 2.235682, 2.201763, 2.241082, 2.197398, 2.299253, 2.148959, 2.240275, 2.216316, 2.237758, 2.244239, 2.233958, 2.234513, 2.231956, 2.222711, 2.245193, 2.217269, 2.151766, 2.241256, 2.180861, 2.219035, 2.2196, 2.31429, 2.288084, 2.282552, 2.294693, 2.248793, 2.285102, 2.217573, 2.261318, 2.241219, 2.219059, 2.243679, 2.211197, 2.285818, 2.273308, 2.307711, 2.243332, 2.217092, 2.284645, 2.206864, 2.309995, 2.218304, 2.337368, 2.287068, 2.235533, 2.206809, 2.100824, 2.200461, 2.098837, 2.21707, 2.199337, 2.265892, 2.203098, 2.214856, 2.098426, 2.149641, 2.184512, 2.253113, 2.212207, 2.302613, 2.28592, 2.234734, 2.307655, 2.183768, 2.194414, 2.177058, 2.231044, 2.207824, 2.234947, 2.235923, 2.203455, 2.176401, 2.230467, 2.130022, 2.246843, 2.1406, 2.183066, 2.140215, 2.257791, 2.181636, 2.217177, 2.186044, 2.197332, 2.148513, 2.203337, 2.104324, 2.247231, 2.151593, 2.224158, 2.098811, 2.16081, 2.172542, 2.134469]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
BVCRSA,150,median reported; mean/stdev/ci95 also given,1058,,300,5.182143499999559,5.167921500003558,0.10754320043284253,0.012169658761005439,4.975830000034875,5.8414500000480984,"[5.475567, 5.319411, 5.100636, 5.085416, 5.090002, 5.219299, 5.198361, 5.086976, 5.177626, 5.131253, 5.1326, 5.288416, 5.367989, 5.467797, 5.242857, 5.098434, 5.222277, 5.066712, 5.025781, 5.186963, 4.97583, 5.174744, 5.063759, 5.01461, 5.052052, 5.019873, 5.16945, 5.087309, 5.060912, 5.045907, 5.002282, 5.142486, 5.075537, 5.014782, 5.061912, 5.124416, 5.091363, 5.019399, 5.133524, 5.170816, 5.164086, 5.213248, 5.132449, 5.236367, 5.148006, 5.084933, 5.249616, 5.248832, 5.358779, 5.275442, 5.113107, 5.195583, 5.184976, 5.28129, 5.194361, 5.157544, 5.102375, 5.064474, 5.172924, 5.134811, 5.112018, 5.177655, 5.201791, 5.063148, 5.164464, 5.189317, 5.089953, 5.234068, 5.143609, 5.226677, 5.490898, 5.125775, 5.142962, 5.132259, 5.108446, 5.060029, 5.273078, 5.456873, 5.059933, 5.087967, 5.081836, 5.068155, 5.120136, 5.182119, 5.155072, 5.131609, 5.109384, 5.069496, 5.102252, 5.095172, 5.087378, 5.207348, 4.994727, 5.112235, 5.135106, 5.098428, 5.161534, 5.115503, 5.167358, 5.263372, 5.223087, 5.299456, 5.218186, 5.072492, 5.129994, 5.100779, 5.211498, 5.096581, 5.067163, 5.10726, 5.135176, 5.162682, 5.119415, 5.056452, 5.139244, 5.094509, 5.175258, 5.120377, 5.185518, 5.475106, 5.186356, 5.123658, 5.160786, 5.240831, 5.12708, 5.223604, 5.259246, 5.237412, 5.300556, 5.157655, 5.214556, 5.260699, 5.096012, 5.093205, 5.170287, 5.264721, 5.266605, 5.303144, 5.350515, 5.253605, 5.260291, 5.281198, 5.296095, 5.211123, 5.201988, 5.377981, 5.225025, 5.337851, 5.301316, 5.240845, 5.367294, 5.203395, 5.229898, 5.286564, 5.281144, 5.169293, 5.173047, 5.166174, 5.141683, 5.420022, 5.267653, 5.388072, 5.548001, 5.268527, 5.248081, 5.25584, 5.248327, 5.287982, 5.23549, 5.293242, 5.119673, 5.096475, 5.248729, 5.143898, 5.168516, 5.171939, 5.217036, 5.120031, 5.114009, 5.159796, 5.108298, 5.113498, 5.086943, 5.134413, 5.099799, 5.096478, 5.074576, 5.100405, 5.196805, 5.020685, 5.182391, 5.108116, 5.188168, 5.182398, 5.206644, 5.155202, 5.079655, 5.086561, 5.05011, 5.244259, 5.101616, 5.130187, 5.118835, 5.182028, 5.251778, 5.130888, 5.269127, 5.223264, 5.230337, 5.312677, 5.173673, 5.00985, 5.041805, 5.082556, 5.165839, 5.231084, 5.042774, 5.1429, 5.127862, 5.076821, 5.137688, 5.114601, 4.979601, 5.190834, 5.112679, 5.121863, 5.078939, 5.238241, 5.293012, 5.232067, 5.232642, 5.228702, 5.142123, 5.056044, 5.018896, 5.098539, 5.266168, 5.132853, 5.195769, 5.189247, 5.272804, 5.281938, 5.34969, 5.117717, 5.10576, 5.137771, 5.274184, 5.163239, 5.269287, 5.138169, 5.107796, 5.145741, 5.230926, 5.063599, 5.078208, 5.119641, 5.321765, 5.089935, 5.123869, 5.366036, 5.027291, 5.280567, 5.136735, 5.20935, 5.203477, 5.144736, 5.046369, 5.179128, 5.13283, 5.168485, 5.185192, 5.118042, 5.214715, 5.209144, 5.455269, 5.84145, 5.106401, 5.234578, 5.139735, 5.386789, 5.225543, 5.290591, 5.308395, 5.184184, 5.301781, 5.342352, 5.206453, 5.389428, 5.146265, 5.288097, 5.398593, 5.184212, 5.211636, 5.181223, 5.296913, 5.345519, 5.315241, 5.416983, 5.072245, 5.285236]",2026-08-17T18:14:04+00:00,ip-172-31-15-37,Linux-6.17.0-1017-aws-x86_64-with-glibc2.39,3.12.3,ec2-<PUBLIC-IP>.<region>.compute.amazonaws.com,
